title,domain,difficulty,duration,description,url
Neural Networks and Deep Learning,Data Science,Intermediate,30.0,"In the first course of the Deep Learning Specialization, you will study the foundational concept of neural networks and deep learning. By the end, you will be familiar with the significant technological trends driving the rise of deep learning; build, train, and apply fully connected deep neural networks; implement efficient (vectorized) neural networks; identify key parameters in a neural network’s architecture; and apply deep learning to your own applications. The Deep Learning Specializati",https://www.coursera.org/learn/neural-networks-deep-learning
Neuroscience and Neuroimaging Specialization,General,Intermediate,10.0,"Offered by Johns Hopkins University. Familiarize yourself with fundamental concepts in neuroscience, like Functional Magnetic Resonance ... Enroll for free.",https://www.coursera.org/specializations/computational-neuroscience
Nursing Assistant Fundamentals Specialization,Health,Beginner,2.0,"Offered by MedCerts. Master CNA Skills with Healthcare Knowledge. Equip students with essential CNA skills, professional practices, and ... Enroll for free.",https://www.coursera.org/specializations/nursing-assistant-fundamentals
Operating Systems and You: Becoming a Power User,Computer Science,Beginner,30.0,"Through a combination of video lectures, demonstrations, and hands-on practice, this course will teach learners about the main components of an operating system and how to perform critical tasks like managing software and users and configuring hardware. By the end of this course you’ll be able to: ● navigate the Windows and Linux filesystems using a graphical user interface and command line interpreter ● set up users, groups, and permissions for account access ● install, configure, and remove s",https://www.coursera.org/learn/os-power-user
Organizational Strategy with Generative AI & AI Agents Specialization,Data Science,Beginner,10.0,Offered by Vanderbilt University. Lead Organizations With Generative and Agentic AI. Strategic deployment of generative and agentic AI to ... Enroll for free.,https://www.coursera.org/specializations/organizational-strategy-generative-ai
PMP Exam Prep Certification Training Specialization,General,Beginner,3.0,"Offered by University of Maryland, College Park. Become PMP Certified Today. Pass the PMP Exam on the First Try by Crystalizing Enroll for free.",https://www.coursera.org/specializations/pmp-exam-prep-certification-training
Patient Care Technician Fundamentals Specialization,Health,Beginner,3.0,"Offered by MedCerts. Becoming a Patient Care Technician. Build a foundation in patient-centered care with clinical, communication, and ... Enroll for free.",https://www.coursera.org/specializations/patient-care-technician-fundamentals
People & Soft Skills: Essential for Professional Success Specialization,General,Beginner,10.0,Offered by IBM. Develop key power skills to boost your work life. Master powerful people and soft skills for achieving professional success. Enroll for free.,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
Personal and Professional Development Specialization,Computer Science,Beginner,10.0,"Offered by University of Michigan. Build Skills for Personal and Career Growth. Learn purpose, branding, networking, and success strategies ... Enroll for free.",https://www.coursera.org/specializations/personal-and-professional-development
Pharmacy Technician Fundamentals Specialization,Arts and Humanities,Beginner,10.0,"Offered by MedCerts. Foundational Pharmacy Technician Career Training. Start your pharmacy career by learning the essentials of dosages, ... Enroll for free.",https://www.coursera.org/specializations/pharmacy-technician-fundamentals
Play It Safe: Manage Security Risks,Information Technology,Beginner,9.0,"This course takes a deeper dive into concepts introduced in the first course, with an emphasis on recognizing the focus of the CISSP eight security domains, steps of risk management, security frameworks and controls (e.g., NIST, CIA triad, OWASP), as well as common security threats, risks, and vulnerabilities. Additionally, learners are provided with an opportunity to explore and analyze SIEM data, use a playbook to respond to identified threats, risks, and vulnerabilities, and conduct a securit",https://www.coursera.org/learn/manage-security-risks
Preparatory Certificate in Finance and Financial Markets Specialization,Business,Beginner,10.0,Offered by Corporate Finance Institute. Understanding Finance and Financial Markets. Learners will gain comprehensive knowledge and skills ... Enroll for free.,https://www.coursera.org/specializations/finance-and-financial-markets
Prepare Data for Exploration,Data Science,Beginner,20.0,"This is the third course in the Google Data Analytics Certificate. As you continue to build on your understanding of the topics from the first two courses, you’ll be introduced to new topics that will help you gain practical data analytics skills. You’ll learn how to use tools like spreadsheets and SQL to extract and make use of the right data for your objectives, and how to organize and protect your data. Current Google data analysts will continue to instruct and provide you with hands-on ways",https://www.coursera.org/learn/data-preparation
Preparing Data for Analysis with Microsoft Excel,Data Science,Beginner,20.0,"This course forms part of the Microsoft Power BI Analyst Professional Certificate. This Professional Certificate consists of a series of courses that offers a good starting point for a career in data analysis using Microsoft Power BI. No prior skills are needed to be successful in this course. In this course, you’ll learn how to make use of Excel in business scenarios for data analysis. You’ll also learn how to utilize formulas and functions for data analysis. Specifically, this course will",https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel
Preparing for Google Cloud Certification: Cloud Architect Professional Certificate,Information Technology,Intermediate,10.0,Offered by Google Cloud. Advance your career in cloud architecture. Enroll for free.,https://www.coursera.org/professional-certificates/gcp-cloud-architect
Preparing for Google Cloud Certification: Cloud Data Engr Professional Certificate,Information Technology,Beginner,10.0,Offered by Google Cloud. Advance your career in data engineering Enroll for free.,https://www.coursera.org/professional-certificates/gcp-data-engineering
Preparing for Google Cloud Certification: Cloud DevOps Engr Professional Certificate,Computer Science,Beginner,10.0,Offered by Google Cloud. Advance your career as an SRE & DevOps Engineer Enroll for free.,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud
Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,Information Technology,Intermediate,5.0,Offered by Google Cloud. Developer Best Practices on Google Cloud Enroll for free.,https://www.coursera.org/professional-certificates/google-cloud-developer
Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate,Information Technology,Intermediate,10.0,Offered by Google Cloud. Start your career in the cloud. Enroll for free.,https://www.coursera.org/professional-certificates/cloud-engineering-gcp
Preparing for Google Cloud Certification: Cloud Engineer Specialization,Information Technology,Intermediate,7.0,"Offered by Google Cloud. Deploy, Scale, and Monitor Cloud Infrastructure. Deploy, scale, and monitor core infrastructure, databases, and ... Enroll for free.",https://www.coursera.org/specializations/preparing-google-cloud-certification-cloud-engineer
Preparing for Google Cloud Certification: Cloud Network Engr Professional Certificate,Information Technology,Intermediate,10.0,Offered by Google Cloud. Advance your career as a Cloud Networking Engineer Enroll for free.,https://www.coursera.org/professional-certificates/google-cloud-networking
Preparing for Google Cloud Certification: Cloud Security Engineer Professional Certificate,Information Technology,Intermediate,80.0,Offered by Google Cloud. Advance your career as a Cloud Security Engineer Enroll for free.,https://www.coursera.org/professional-certificates/google-cloud-security
Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate,Data Science,Intermediate,10.0,Offered by Google Cloud. Advance your career as a Cloud ML Engineer Enroll for free.,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate
Primeros Auxilios Psicológicos (PAP),Arts and Humanities,Beginner,20.0,"Este curso, impartido en castellano por la Universidad Autónoma de Barcelona y el Centro de Crisis de Barcelona, está destinado a entrenar en la aplicación de primeros auxilios psicológicos (PAP) a personas afectadas por situaciones altamente estresantes, abarcando tanto emergencias cotidianas (incidentes críticos estadísticamente frecuentes que afectan de manera muy intensa: un accidente de tráfico, una hospitalización, una agresión o la muerte traumática o repentina de una persona, etc.) como",https://www.coursera.org/learn/pap
Process Data from Dirty to Clean,Data Science,Beginner,20.0,"This is the fourth course in the Google Data Analytics Certificate. In this course, you’ll continue to build your understanding of data analytics and the concepts and tools that data analysts use in their work. You’ll learn how to check and clean your data using spreadsheets and SQL, as well as how to verify and report your data cleaning results. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools a",https://www.coursera.org/learn/process-data
Product Management Certification Specialization,Business,Beginner,5.0,Offered by SkillUp. Break into a new career as a Product Manager . No prior experience necessary to quickly get job ready as a certified ... Enroll for free.,https://www.coursera.org/specializations/product-management-certification
Professional Certificates,General,Not specified,,"Earn a career credential or prepare for a certification with Professional Certificate programs on Coursera. Learn at your own pace from top companies and universities, apply your new skills to hands-on projects, and become job ready.",https://www.coursera.org/professional-certificates
Professional Cloud Architect Part 1: Infra & Network Specialization,Information Technology,Intermediate,10.0,"Offered by Google Cloud. Build and Design Google Cloud Infrastructure. Master foundational compute, storage, and advanced networking to ... Enroll for free.",https://www.coursera.org/specializations/professional-cloud-architect-part-1-infra-and-network
Programming for Everybody (Getting Started with Python),Computer Science,Beginner,20.0,"This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python. The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook “Python for Everybody”. Once a student completes this course, they will be ready to tak",https://www.coursera.org/learn/python
Project Execution: Running the Project,Business,Beginner,30.0,"In Course 4 of the Google Project Management Certificate program, you will delve into the execution and closing phases of the project life cycle. You will learn what aspects of a project to track and how to track them. You will also learn how to effectively manage and communicate changes, dependencies, and risks. As you explore quality management, you will learn how to measure customer satisfaction and implement continuous improvement and process improvement techniques. Next, you will examine ho",https://www.coursera.org/learn/project-execution-google
Project Initiation: Starting a Successful Project,Business,Beginner,20.0,"This is the second course in the Google Project Management Certificate program. In this course, you will discover how to set a project up for success in the first phase of the project life cycle: the project initiation phase. As you explore the key components of this phase, you will learn how to determine a project’s benefits and costs, create measurable project goals and deliverables, manage project scope, and measure a project’s success criteria. You will learn how to define project roles and",https://www.coursera.org/learn/project-initiation-google
Project Management & Other Tools for Career Development Specialization,Business,Beginner,10.0,"Offered by University of California, Irvine. Project management has been proven to be the most effective method of delivering products ... Enroll for free.",https://www.coursera.org/specializations/project-management-success
Project Planning: Putting It All Together,Business,Beginner,20.0,"This is the third course in the Google Project Management Certificate program, which focuses on the second phase of the project life cycle: the project planning phase. You will examine the key components of a project plan, how to make accurate time estimates, and how to set milestones. Next, you will learn how to build and manage a budget and how the procurement processes work. Then, you will discover tools that can help you identify and manage different types of risk and how to use a risk manag",https://www.coursera.org/learn/project-planning-google
Prompt Engineering Specialization,Physical Science and Engineering,Beginner,10.0,"Offered by Vanderbilt University. Become a Prompt Engineering Expert. Master prompt engineering patterns, techniques, and approaches to ... Enroll for free.",https://www.coursera.org/specializations/prompt-engineering
Prompt Engineering for ChatGPT,Computer Science,Beginner,20.0,"ChatGPT and other large language models are going to be more important in your life and business than your smartphone, if you use them right. ChatGPT can tutor your child in math, generate a meal plan and recipes, write software applications for your business, help you improve your personal cybersecurity, and that is just in the first hour that you use it. This course will teach you how to be an expert user of these generative AI tools. The course will show amazing examples of how you can tap i",https://www.coursera.org/learn/prompt-engineering
Prompt Engineering for Educators Specialization,Physical Science and Engineering,Beginner,10.0,Offered by Vanderbilt University. Educator's Prompt Engineering. Elevate teaching with tailored generative AI prompting skills Enroll for free.,https://www.coursera.org/specializations/prompt-engineering-for-educators
Prompt Engineering for Law Specialization,Physical Science and Engineering,Beginner,10.0,Offered by Vanderbilt University. Law's Generative AI Edge. Harness Generative AI to transform legal research and practice Enroll for free.,https://www.coursera.org/specializations/prompt-engineering-for-law
Protocolo de investigación médica: diseño y desarrollo,Arts and Humanities,Beginner,10.0,"Quien egresa comprende los fundamentos teórico-metodológicos necesarios para desarrollar protocolos de investigación médica, sustentados en principios éticos y científicos. Reconoce el valor de la investigación en la práctica médica. Además integra los elementos clave del diseño metodológico y demuestra la capacidad para emplear herramientas de búsqueda, análisis crítico, estadística y redacción científica, incluyendo el uso ético de inteligencia artificial.",https://www.coursera.org/learn/protocolo-medico
Psychological First Aid,Health,Not specified,6.0,"Learn to provide psychological first aid to people in an emergency by employing the RAPID model: Reflective listening, Assessment of needs, Prioritization, Intervention, and Disposition. Utilizing the RAPID model (Reflective listening, Assessment of needs, Prioritization, Intervention, and Disposition), this specialized course provides perspectives on injuries and trauma that are beyond those physical in nature. The RAPID model is readily applicable to public health settings, the workplace, the",https://www.coursera.org/learn/psychological-first-aid
"Psychology of Anxiety, Mood, Substance Use, and Addictive Behaviors Specialization",Health,Beginner,5.0,"Offered by American Psychological Association. Enhance your knowledge of psychological disorders. Build your understanding of personal, ... Enroll for free.",https://www.coursera.org/specializations/anxiety-mood-substance-addictive-behaviors
"Psychology of Disorders Related to Trauma, Anxiety, & Stress Specialization",Health,Beginner,10.0,"Offered by American Psychological Association. Disorders Related to Trauma, Anxiety, & Stress. Introduce psychological disorders related to ... Enroll for free.",https://www.coursera.org/specializations/psychology-of-disorders-related-to-trauma-anxiety-and-stress
"Psychology of Substance Use, Depressive Disorders, & Trauma Specialization",Health,Beginner,10.0,"Offered by American Psychological Association. Disorders due to Substances, Depression, & Trauma. To understand depressive disorders, ... Enroll for free.",https://www.coursera.org/specializations/psychology-of-substance-use-depressive-disorders-and-trauma
PyTorch for Deep Learning Professional Certificate,Data Science,Beginner,10.0,Offered by DeepLearning.AI. Learn PyTorch to Build Deep Learning Models. Explore core concepts and techniques for creating neural networks ... Enroll for free.,https://www.coursera.org/professional-certificates/pytorch-for-deep-learning
Python 3 Programming Specialization,Computer Science,Beginner,10.0,Offered by University of Michigan. Become a Fluent Python Programmer. Learn the fundamentals and become an independent programmer. Enroll for free.,https://www.coursera.org/specializations/python-3-programming
Python Data Structures,Computer Science,Beginner,20.0,"This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”. This course covers Python 3.",https://www.coursera.org/learn/python-data
"Python for Data Science, AI & Development",Data Science,Beginner,20.0,"Kickstart your Python journey with this beginner-friendly, self-paced course taught by an expert. Python is one of the most popular programming languages, and the demand for individuals with Python skills continues to grow. This course takes you from zero to programming in Python in a matter of hours—no prior programming experience is necessary! You’ll begin with Python basics, including data types, expressions, variables, and string operations. You will explore essential data structures such",https://www.coursera.org/learn/python-for-applied-data-science-ai
Python for Everybody Specialization,Computer Science,Beginner,80.0,"Offered by University of Michigan. Learn to Program and Analyze Data with Python. Develop programs to gather, clean, analyze, and visualize ... Enroll for free.",https://www.coursera.org/specializations/python
RAG for Generative AI Applications Specialization,Data Science,Intermediate,10.0,"Offered by IBM. Build smarter apps with RAG and GenAI Tools. Get hands-on building GenAI-powered apps using RAG, vector databases, & ... Enroll for free.",https://www.coursera.org/specializations/rag-for-generative-ai-applications
Real-World AI for Everyone Specialization,Data Science,Beginner,10.0,"Offered by Anthropic and Advancing Women in Tech. Sponsored by Anthropic and 1Password. Practical AI skills to future-proof your career, ... Enroll for free.",https://www.coursera.org/specializations/real-world-ai-for-everyone
Regulatory Compliance Specialization,General,Intermediate,10.0,Offered by University of Pennsylvania. Learn to create a culture of compliance. Master the strategies for building an effective compliance ... Enroll for free.,https://www.coursera.org/specializations/regulatory-compliance
Retrieval Augmented Generation (RAG),Computer Science,Intermediate,30.0,"Retrieval Augmented Generation (RAG) improves large language model (LLM) responses by retrieving relevant data from knowledge bases—often private, recent, or domain-specific—and using it to generate more accurate, grounded answers. In this course, you’ll learn how to build RAG systems that connect LLMs to external data sources. You’ll explore core components like retrievers, vector databases, and language models, and apply key techniques at both the component and system level. Through hands-on",https://www.coursera.org/learn/retrieval-augmented-generation-rag
Risk Management Specialization,Business,Beginner,10.0,Offered by New York Institute of Finance. Enhance Your Skills in Risk Management. Understand the theory and practice of risk management and ... Enroll for free.,https://www.coursera.org/specializations/risk-management
SAP Technology Consultant Professional Certificate,General,Beginner,72.0,Offered by SAP. Unlock your potential in SAP Consulting. Build in-demand skills; no experience needed. Enroll for free.,https://www.coursera.org/professional-certificates/sap-technology-consultant
SEO Mastery: From Fundamentals to GenAI and GEO Strategies Specialization,General,Intermediate,4.0,Harness the Power of GenAI for SEO & GEO Success. Get hands-on using powerful GenAI tools to achieve outstanding SEO and GEO results Enroll for free.,https://www.coursera.org/specializations/seo-mastery-from-fundamentals-to-genai-and-geo-strategies
SOLIDWORKS 3D CAD for Education Specialization,Physical Science and Engineering,Beginner,10.0,"Offered by Dassault Systèmes. Develop Practical SOLIDWORKS Skills for Industry. Enhance your SOLIDWORKS skills by mastering sketching, ... Enroll for free.",https://www.coursera.org/specializations/practice-solidworks-3d-cad
SQL for Data Analysis and Business Insights Specialization,Computer Science,Beginner,10.0,Offered by Coursera. Learn SQL for Business Intelligence. Build complete database skills through hands-on projects with real business datasets Enroll for free.,https://www.coursera.org/specializations/sql-data-analysis-business-insights
Sales Excellence Specialization,Business,Intermediate,10.0,Offered by Coursera. Sales Excellence: From Fundamentals to AI Mastery. Transform your sales career by mastering proven techniques and ... Enroll for free.,https://www.coursera.org/specializations/sales-excellence
Salesforce Sales Operations Professional Certificate,Business,Beginner,120.0,Launch Your Career in Salesforce. Learn the foundational skills in Salesforce needed to start a new career. Enroll for free.,https://www.coursera.org/professional-certificates/salesforce-sales-operations
School Health for Children and Adolescents Specialization,Health,Beginner,10.0,Offered by University of Colorado System. Promoting Healthy Practices in School. Learn to manage medical conditions & mental health ... Enroll for free.,https://www.coursera.org/specializations/school-health-for-children-and-adolescents
Science of Exercise,Health,Beginner,10.0,"Learners who complete Science of Exercise will have an improved physiological understanding of how your body responds to exercise, and will be able to identify behaviors, choices, and environments that impact your health and training. You will explore a number of significant adjustments required by your body in order to properly respond to the physical stress of exercise, including changes in carbohydrate, fat and protein metabolism, nutritional considerations, causes of muscle soreness & fatigu",https://www.coursera.org/learn/science-exercise
Search Engine Optimization (SEO) Specialization,General,Beginner,10.0,"Offered by University of California, Davis. Become an SEO Expert. Master search engine optimization tools and strategies Enroll for free.",https://www.coursera.org/specializations/seo
Security Analyst Fundamentals Specialization,Computer Science,Beginner,10.0,Offered by IBM. Launch your career in Cybersecurity.. Acquire the knowledge you need to work as a Cybersecurity Analyst. Enroll for free.,https://www.coursera.org/specializations/security-analyst-fundamentals
Security in Google Cloud Specialization,Information Technology,Intermediate,10.0,"Offered by Google Cloud. Launch your career in Cloud Security. This self-paced Specialization gives a broad study of security controls, best ... Enroll for free.",https://www.coursera.org/specializations/security-google-cloud-platform
Self-Driving Cars Specialization,General,Advanced,10.0,Offered by University of Toronto. Launch Your Career in Self-Driving Cars. Be at the forefront of the autonomous driving industry. Enroll for free.,https://www.coursera.org/specializations/self-driving-cars
Share Data Through the Art of Visualization,Data Science,Beginner,20.0,"This is the sixth course in the Google Data Analytics Certificate. You’ll learn how to visualize and present your data findings as you complete the data analysis process. This course will show you how data visualizations, such as visual dashboards, can help bring your data to life. You’ll also explore Tableau, a data visualization platform that will help you create effective visualizations for your presentations. Current Google data analysts will continue to instruct and provide you with hands-o",https://www.coursera.org/learn/visualize-data
Six Sigma Green Belt Specialization,General,Intermediate,10.0,Offered by Kennesaw State University. Improve Your Career With Advanced Six Sigma. Dive deeper into proven principles and tools to improve ... Enroll for free.,https://www.coursera.org/specializations/six-sigma-green-belt
Six Sigma Yellow Belt Specialization,General,Beginner,10.0,Offered by Kennesaw State University. Improve Your Career With Six Sigma Knowledge. Learn proven principles and tools to improve quality ... Enroll for free.,https://www.coursera.org/specializations/six-sigma-fundamentals
Smarter Content and Communications with Microsoft Copilot Specialization,Arts and Humanities,Beginner,10.0,Offered by Microsoft. AI-Driven Content and Marketing Strategies. Enhance marketing with AI-driven strategies and tools Enroll for free.,https://www.coursera.org/specializations/smarter-content-and-communications-with-microsoft-copilot
Social Media Marketing Professional Certificate,Business,Beginner,10.0,"Offered by Coursera. Grow Your Social Media Marketing Skillset. Create compelling content, run AI-driven campaigns, and optimize social ... Enroll for free.",https://www.coursera.org/professional-certificates/coursera-social-media-marketing
Social Psychology,Health,Beginner,40.0,"Ever wonder why people do what they do? This course—which includes more than $1,000 of video and reading materials—offers some answers based on the latest research from social psychology. Students taking the course for a Certificate will also receive free membership in Social Psychology Network (SocialPsychology.org). COURSE DESCRIPTION FROM PROFESSOR PLOUS: Each of us is dealt a different hand in life, but we all face similar questions when it comes to human behavior: What leads us to like on",https://www.coursera.org/learn/social-psychology
"Songwriting: Writing, Arranging, and Producing Music Specialization",Arts and Humanities,Beginner,10.0,"Offered by Berklee. Write, Arrange, and Produce Your Original Songs. Apply the tools and techniques of songwriting to bring your musical ... Enroll for free.",https://www.coursera.org/specializations/songwriting
Stanford Introduction to Food and Health,Health,Beginner,6.0,"Around the world, we find ourselves facing global epidemics of obesity, Type 2 Diabetes and other predominantly diet-related diseases. To address these public health crises, we urgently need to explore innovative strategies for promoting healthful eating. There is strong evidence that global increases in the consumption of heavily processed foods, coupled with cultural shifts away from the preparation of food in the home, have contributed to high rates of preventable, chronic disease. In this co",https://www.coursera.org/learn/food-and-health
"Start the UX Design Process: Empathize, Define, and Ideate",Arts and Humanities,Beginner,20.0,"Start the UX Design Process: Empathize, Define, Ideate is the second course in a certificate program that will equip you with the skills needed to apply to entry-level jobs in user experience (UX) design. In this course, you’ll complete the first phases of the design process for a project that you’ll be able to include in your portfolio. You will learn how to empathize with users and understand their pain points, define user needs using problem statements, and come up with lots of ideas for solu",https://www.coursera.org/learn/start-ux-design-process
Stay Ahead of the AI Curve,Data Science,Beginner,2.0,"Continue developing your skills within the current and emerging AI landscape. Learn about the ways different organizations have leveraged AI and consider how these innovations may inspire your own AI-powered workplace solutions. By the end of this course, you'll develop a strategy to stay up to date with future AI developments.",https://www.coursera.org/learn/google-stay-ahead-of-the-ai-curve
Strategic Leadership and Management Specialization,Business,Beginner,80.0,Offered by University of Illinois Urbana-Champaign. Leadership and Business Skill for Immediate Impact. Apply practical strategies to ... Enroll for free.,https://www.coursera.org/specializations/strategic-leadership
Successful Negotiation: Essential Strategies and Skills,Business,Beginner,20.0,"We all negotiate on a daily basis. On a personal level, we negotiate with friends, family, landlords, car sellers and employers, among others. Negotiation is also the key to business success. No business can survive without profitable contracts. Within a company, negotiation skills can lead to your career advancement. I hope that you will join the hundreds of thousands of learners who have made “Successful Negotiation” one of the most popular and highly-rated MOOCs worldwide. In the course, yo",https://www.coursera.org/learn/negotiation-skills
Supervised Machine Learning: Regression and Classification,Data Science,Beginner,30.0,"In the first course of the Machine Learning Specialization, you will: • Build machine learning models in Python using popular machine learning libraries NumPy and scikit-learn. • Build and train supervised machine learning models for prediction and binary classification tasks, including linear regression and logistic regression The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. In this beginner-friendly prog",https://www.coursera.org/learn/machine-learning
Supply Chain Management Specialization,Business,Beginner,10.0,"Offered by Rutgers the State University of New Jersey. Supply Chain Management. Master the Fundamentals: Logistics, Operations, Planning, ... Enroll for free.",https://www.coursera.org/specializations/supply-chain-management
"TESOL Certificate, Part 1: Teach English Now! Specialization",Arts and Humanities,Beginner,10.0,"Offered by Arizona State University. TESOL Certificate, Part 1: Teach English Now!. Learn theory and the practical strategies of English as ... Enroll for free.",https://www.coursera.org/specializations/tesol
"TESOL Certificate, Part 2: Teach English Now! Specialization",Language Learning,Beginner,10.0,"Offered by Arizona State University. TESOL Certificate Part II: Teach English Now!. Apply principles of language teaching for reading, ... Enroll for free.",https://www.coursera.org/specializations/tesol-certificate-2
Tableau Business Intelligence Analyst Professional Certificate,Data Science,Beginner,10.0,Offered by Tableau Learning Partner. Launch your career in Data Analytics. Build in-demand skills and gain credentials to go from beginner ... Enroll for free.,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst
Technical Support Fundamentals,Information Technology,Beginner,20.0,"In this course, you’ll be introduced to the world of Information Technology, or IT. You’ll learn about the different facets of Information Technology, like computer hardware, the Internet, computer software, troubleshooting, and customer service. This course covers a wide variety of topics in IT that are designed to give you an overview of what’s to come in this certificate program. By the end of this course, you’ll be able to: ● understand how the binary system works ● assemble a computer from",https://www.coursera.org/learn/technical-support-fundamentals
The Bits and Bytes of Computer Networking,Information Technology,Beginner,20.0,"This course is designed to provide a full overview of computer networking. We’ll cover everything from the fundamentals of modern networking technologies and protocols to an overview of the cloud to practical applications and network troubleshooting. By the end of this course, you’ll be able to: ● describe computer networks in terms of a five-layer model ● understand all of the standard protocols involved with TCP/IP communications ● grasp powerful network troubleshooting tools and techniques",https://www.coursera.org/learn/computer-networking
The Business of Health Care Specialization,Business,Beginner,10.0,Offered by University of Pennsylvania. Advance your career in health care management. Develop business skills and understand the American ... Enroll for free.,https://www.coursera.org/specializations/healthcare-administration-management
The Business of Music Production Specialization,Business,Beginner,10.0,Offered by Berklee. Become a Business-Savvy Music Producer. Gain the knowledge and skills you need to launch your career as a music producer. Enroll for free.,https://www.coursera.org/specializations/business-music-production
The DIY Musician Specialization,Arts and Humanities,Beginner,10.0,"Offered by Berklee. Write, Record, and Produce Your Own Music. Learn how to produce your own music and launch your music career. Enroll for free.",https://www.coursera.org/specializations/diy-musician
The Integration of Art and Science in Modern Dental Medicine Specialization,Health,Intermediate,10.0,"Offered by University of Pennsylvania. Explore the Scope of Dentistry and Oral Health. After completing this specialization, the learner ... Enroll for free.",https://www.coursera.org/specializations/art-and-science-of-dental-medicine
The Pronunciation of American English Specialization,Language Learning,Beginner,10.0,"Offered by University of California, Irvine. Improve Your Pronunciation of American English. Build your communication skills by mastering ... Enroll for free.",https://www.coursera.org/specializations/american-english-pronunciation
The Psychology of Negotiation: How to Find Elegant Trades,Health,Beginner,9.0,"The first learner to complete the course ranked it in his personal top 3 out of 250+ Coursera courses he had taken over 13 years, calling it “Amazing.” Prof. Cain has since made it even stronger... In The Psychology of Negotiation: How to Find Elegant Trades, Yale School of Management’s award-winning faculty member Dr. Daylian Cain reveals the hidden psychology behind masterful deals. You’ll learn field-tested tools—MESOs, Post-Settlement Settlements, Menus, Strategic Questions, and Contingent",https://www.coursera.org/learn/psychology-of-negotiation
The Science of Well-Being,Health,Not specified,10.0,"NEW TEEN VERSION AVAILABLE HERE: https://www.coursera.org/learn/the-science-of-well-being-for-teens In this course you will engage in a series of challenges designed to increase your own happiness and build more productive habits. As preparation for these tasks, Professor Laurie Santos reveals misconceptions about happiness, annoying features of the mind that lead us to think the way we do, and the research that can help us change. You will ultimately be prepared to successfully incorporate a s",https://www.coursera.org/learn/the-science-of-well-being
The Science of Well-Being for Teens,Health,Beginner,10.0,"A recent survey found that 37% of teens say they have poor mental health. This 6-week course aims to curb this mental health crisis by bringing together the best insights from Dr. Laurie Santos’ popular Yale course Psychology and the Good Life. In this course, you will explore what the field of psychology teaches us about how to be happier, how to feel less stressed, and how to thrive in high school and beyond. The lessons along with short weekly ‘happiness homework’ assignments will ultimately",https://www.coursera.org/learn/the-science-of-well-being-for-teens
The Singer Songwriter Specialization,Arts and Humanities,Beginner,10.0,"Offered by Berklee. Write, perform, and record original music. Learn how to transform your ideas and emotions into songs that are uniquely you Enroll for free.",https://www.coursera.org/specializations/singer-songwriter
The science of mind and decision making Specialization,Health,Beginner,4.0,"Offered by University of Cambridge. Insights for Cognitive Psychology. Gain foundational knowledge of learning, memory, behaviour, and human ... Enroll for free.",https://www.coursera.org/specializations/the-science-of-mind-and-decision-making
Think like a CFO Specialization,Business,Beginner,10.0,Offered by IESE Business School. The Think like a CFO Specialization will help you learn the language of finance. You will gain a firm ... Enroll for free.,https://www.coursera.org/specializations/thinklikeacfo
Tools of the Trade: Linux and SQL,Computer Science,Beginner,20.0,"This course focuses on foundational computing skills that support the work of a security analyst. It begins with an introduction to computer operating systems, followed by a closer exploration of Linux, an operating system commonly used by security professionals. By the end of this course, learners will be able to use the Linux command line through the Bash shell to navigate and manage the file system and to authenticate and authorize users, and they will also be able to use SQL to communicate",https://www.coursera.org/learn/linux-and-sql
Tracking assets and sales,Business,Beginner,10.0,"In this second course, you will dive deeper into the world of bookkeeping and focus on accounting for assets. If you are familiar with bookkeeping basics, such as double entry accounting, you are ready for this course. You will gain an understanding of common asset types, learn how to account for inventory, calculate cost of goods sold, and work with Property, Plant, and Equipment (PP&E). Upon completing this course, you will use your new knowledge of assets to record transactions and produce f",https://www.coursera.org/learn/accounting-assets
Uncommon Sense Teaching Specialization,Social Sciences,Beginner,4.0,Offered by Deep Teaching Solutions. Advance Your Career in Teaching. Master strategies and tools to effectively reach and teach students ... Enroll for free.,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate
